"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"Step"
"DD";18800;860,698846464449;818,316373679888;36,8893573056168;2030,37184997222;0;0;1123,84154343923;11005,7237560423;6505,98258557918;1913,72715613868;537,112815483001;12493,9242731206;7154,08546324946;5626,68033326762;2383,14150775163;17112,9772328288;3059,80616578025;26503,3315097753;14435,1153654765;8959,97675301033;0;14865,2071152504;1282,84996603712;8841,71895278615;17562,9513902724;1564,91639623421;15071,4996834792;20088,0977071002;9473,11338866084;2189,52511945621;6066,97373851268;483,639036150848;3733,87810796827;3812,16056770341;"NoStep"
"DE";6375010,54150898;283573,688196447;975734,952797543;192014,897166109;1178900;309970,301809473;8183,16373679888;121193,835201386;2761015,6628408;0;325630,90590664;453316,811658169;2235315,74835424;2383876,87999863;381165,846908384;238389,907373403;3547833,53153308;181414,072591725;2943772,81939869;431902,831858336;1765215,32278358;3059,80616578025;3949500,53441458;1504127,0417338;3631430,57811962;1769630,12725746;2875448,1067717;647467,881542786;5180688,88197777;1896021,0548849;1752522,25597099;3430063,54151738;1702749,21163036;1416730,58492035;1920630,5821668;"NoStep"
"DK";55041,3376719001;26878,4405940073;9296,59574787834;695,087339509909;8089,29831801691;1590,63505222946;155,578254498678;1452,25164483939;26800;28403,0619333268;10104,4282663082;6025,26169325074;90303,2051368597;0;51257,6267522827;24698,9721024031;11360,7471030114;20564,5623465916;20230,8299363232;4224,75304118718;15874,6331940826;0;45190,6609443541;6750,38687544532;112992,534605801;42778,4438946585;45876,6906840403;29768,6818947794;170559,557476947;34779,0272848397;80789,1691046219;14634,6173757129;89254,8260602308;37329,3726966675;51580,8718052884;"NoStep"
"DO";0;0;0;0;55,2069585475427;0;0;0;0;0;0;0;200;59,3585411354792;0;49,1858097408223;0;0;98,2888336573014;51,083706519965;0;0;91,1298645780325;16,0332183726269;73,493672194827;0;177,218278213153;0;0;58,8424262650048;0;0;0;73,2190048101889;0;"NoStep"
"DZ";59,8967442550893;0;0;0;0;0;0;0;0;0;0;0;91,9238445229194;75,2327389567986;0;0;300;0;71,1579455373816;36,8893573056168;0;0;245,722084143254;0;0;56,573761613732;0;0;146,987344389654;24,1692076461131;44,3045695532884;0;0;0;0;"NoStep"
"EC";11,0843791058215;78,1414485517298;0;0;0;0;0;0;16,8796048162778;0;0;0;110,413917095085;353,663692026412;0;139,017467901982;0;0;103,718836332452;0;0;0;35,5789727686908;0;96,684373808201;0;49,1444168286507;0;177,511673484553;0;30,3766215260108;8,01660918631344;73,493672194827;0;177,218278213153;"NoStep"
"EG";0;0;48,3384152922261;0;0;156,28289710346;0;0;0;239,999377312777;36,6095024050945;0;84,3980240813892;930,707258188016;194,423816128476;153,423176101393;331,241751285256;141,465476810565;235,356854376667;0;91,9238445229194;0;103,718836332452;90,7657278024621;0;0;35,5789727686908;0;0;0;0;51,083706519965;177,511673484553;0;91,1298645780325;"NoStep"
"ES";5874,62624979598;8875,58367422767;3677,29450489258;850,545402728303;344,714195011478;4409,62033168962;120,846038230565;1329,13708659865;432,29078512704;12346,3488711733;1588,74550915513;13971,8649806967;8685,02791698794;56079,8544987521;4283,31178139605;26886,6354780182;1029,65589379295;10144,7091142494;11017,3495806137;5707,34215097182;4692,59147654113;0;12473,9132819633;2189,52511945621;28036,7725794904;2192,49696388385;7260,31854327165;9439,63569145606;35600;2582,09653939335;7827,37400911197;2717,51598818043;28135,1527781865;0;14301,0252971374;"NoStep"
"ET";0;0;0;0;0;177,511673484553;0;0;0;0;0;0;0;78,1414485517298;0;0;0;0;0;0;16,8796048162778;0;0;0;0;0;0;0;0;0;0;90,7657278024621;0;0;0;"NoStep"
"FI";54777,1167287859;25900;4956,43818481252;1387,57993797894;1118,97717160371;17113,1341640516;0;3980,69776312071;5133,91250525648;142541,873808096;10409,5721369267;12697,4277978725;8241,07424353022;59603,3681500047;8604,23792201625;17987,6552386351;6307,01171121246;41180,5433867616;43072,6560259835;58840,2767486043;40849,5795819709;0;72193,9387428463;56423,1557026679;40139,7002531087;169667,933167675;53077,701803074;84413,4314909865;136085,152819693;115860,225507853;85022,6636435709;74304,8365936092;103506,248932807;7491,0312932698;166209,435222754;"NoStep"
